chrom	start	stop	gene_name
17	48033332	48267845	ITGA3
11	65165233	65373940	MALAT1
2	138621590	138873930	HNMT
19	17260838	17475573	USHBP1
21	26911584	27189874	JAM2
14	45484803	45704522	FKBP3
11	3775757	4214439	STIM1
4	106190234	106495238	PPA2
18	54621813	54839350	CTD-2526M8.1
11	68538132	68742010	RP11-757G1.6
10	134993135	135225841	TUBGCP2
3	126056444	126294762	ZXDC
10	13103554	13353104	MCM10
3	52132102	52348343	ALAS1
1	29345940	29550447	TMEM200B
19	14098652	14301848	SAMD1
22	25860816	26218985	ADRBK2
12	6659446	6872314	ING4
11	58501542	58771688	GLYATL2
5	49592026	49839082	EMB
22	40642507	40864823	ADSL
1	186540923	186749559	PTGS2
7	127995903	128198472	HILPDA
9	5234969	5439873	RLN1
18	57002442	57464574	CCBE1
5	168910638	169131782	CCDC99
21	38345526	38675413	TTC3
17	56960002	57284266	TRIM37
17	8606041	8870994	PIK3R6
3	88088254	88293815	ZNF654
13	46428600	46726894	ZC3H13
7	150421715	150658592	ABP1
10	72475717	72740930	SGPL1
1	36449676	36653876	TEKT2
16	20811190	21036328	LYRM1
17	49130951	49349105	NME2
4	105967032	106300973	TET2
15	40523653	40733168	C15orf52
19	40094946	40300087	LGALS14
19	9335021	9593291	ZNF177
1	45185516	45408735	PTCH2
16	346725	560367	NME4
9	17034980	17603921	CNTLN
12	72048654	72284699	RAB21
17	46598518	46803839	HOXB9
1	221774766	222015518	DUSP10
1	40897233	41113841	ZNF684
14	32698479	33400567	AKAP6
4	187408937	187747876	FAT1
20	5425081	5691672	GPCPD1
19	47178140	47391851	SLC1A5
11	107273452	107536472	ALKBH8
2	85098216	85382560	KCMF1
2	85722848	85924736	RNF181
17	41050446	41254956	RPL27
7	10913499	11309250	PHF14
17	27132268	27378789	PHF12
22	19967755	20199400	DGCR8
1	173731290	173933079	RP5-1198E17.1
3	138272860	138653780	PIK3CB
10	134251324	134696984	INPP5A
3	45882425	46089845	CXCR6
3	20102085	20327784	SGOL1
5	139971011	140178889	HARS2
14	50294289	50528678	RP11-58E21.4
15	52773514	53102014	FAM214A
5	131493364	131709147	PDLIM4
15	66739517	66958317	LCTL
22	20201799	20407603	DGCR6L
8	91558669	91768826	RP11-68L18.1
6	31554726	31771221	ABHD16A
6	131060487	131484462	EPB41L2
16	82560408	83930204	CDH13
9	140672241	141119076	CACNA1B
20	527259	756444	SRXN1
5	145618587	145820083	POU4F3
16	4643716	4845856	NUDT16L1
14	23135731	23341007	OXA1L
9	131074030	131299627	CERCAM
5	137488068	137710360	GFRA3
10	97789472	98065044	ZNF518A
7	35853	249466	AC093627.9
6	84733960	85037353	KIAA1009
19	44456164	44672142	ZNF223
1	109189296	109452148	STXBP3
19	58862971	59069199	ZNF324B
7	132837829	133851342	EXOC4
11	104796170	105072158	CASP1
9	130971382	131185021	TRUB2
12	123536867	123828561	MPHOSPH9
18	45453640	46035663	ZBTB7C
6	154375631	154777926	IPCEF1
6	83502117	83875560	UBE3D
1	7914351	8145565	PARK7
3	12675024	12910956	TMEM40
3	152457179	152659228	RP11-38P22.2
1	192884889	193129237	UCHL5
18	43327574	43647240	EPG5
18	4164602	4395405	RP11-138C24.1
14	34293437	35031980	EGLN3
2	165844032	166160577	SCN3A
16	88681751	88951619	PIEZO1
22	21887007	22091616	CCDC116
20	33202578	33513452	NCOA6
17	42148074	42356451	ASB16
5	149880642	150138782	SYNPO
20	42725136	42939431	C20orf111
10	90961712	91169033	IFIT2
19	35742445	35943367	FFAR1
18	67571045	67972962	RTTN
19	10125690	10330599	EIF3G
19	45349243	45552814	APOC2
1	1410355	1611373	AL645728.1
11	126038950	126248026	FOXRED1
19	36328022	36536095	LRFN3
12	53601240	53818648	AAAS
1	178950512	179167158	TOR3A
12	52808359	53014471	KRT5
14	22749083	23051948	AE000661.37
14	23416271	23626747	CDH24
10	27120135	27330930	LINC00202
16	57306370	57518960	CX3CL1
1	1492939	1724167	SLC35E2B
7	30691753	31031696	INMT-FAM188B
19	48728629	48933810	EMP3
11	9306169	9569673	IPO7
10	69456427	69697924	DNAJC12
12	51057493	51314905	ATF1
6	73231520	74008574	KCNQ5
20	10285832	10514870	MKKS
9	115937623	116155466	PRPF4
7	111266168	111946466	DOCK4
14	24558349	24782679	TM9SF1
6	25955968	26156699	HIST1H1C
11	111795538	112035114	DLAT
2	112149520	112352388	AC017002.2
22	46345358	46550024	C22orf26
16	28503264	28708430	SULT1A2
3	182740001	182981627	LAMP3
8	94652349	94853001	C8orf39
17	77806142	78109647	TBC1D16
20	62512488	62764453	PRPF6
11	46254455	46502104	DGKZ
8	6164113	6601144	MCPH1
12	123842188	124057701	SNRNP35
1	39446988	40052849	MACF1
17	42827655	43076993	EFTUD2
22	21113271	21345502	SNAP29
19	48573949	48800877	C19orf68
4	153142410	153556172	FBXW7
11	45068194	45336289	AC103681.1
2	198280295	198518423	MOB4
16	66403715	66686447	TK2
6	43318090	43524370	DLK2
15	72535775	72768817	HEXA
8	74102506	74308024	RPL7
1	6426152	6680121	PLEKHG5
16	-35957	169452	WASH4P
15	42915757	43129417	CDAN1
11	82511017	82769319	C11orf82
6	13521730	13811953	RANBP9
18	71640588	71915100	FBXO15
8	144889321	145150902	PLEC
3	196266646	196562878	PIGX
21	35221230	35436260	AP000569.2
12	53562083	53787427	ESPL1
2	87654887	88006324	LINC00152
15	74911883	75117951	CYP1A1
7	73113872	73347017	CLDN4
7	100372733	100586285	SRRT
3	51333298	51634010	VPRBP
3	100943049	101332085	SENP7
6	133035580	133238703	RPS12
19	41184171	41402847	RAB4B
12	110238069	110521646	TCHP
8	75046935	75333563	JPH1
13	74160226	74808394	KLF12
19	17730291	17945322	MAP1S
2	85260533	85637511	TCF7L1
2	31992878	32364881	DPY30
2	238947363	239161588	KLHL30
1	41392872	41807826	SCMH1
10	14901438	15130049	MEIG1
11	66863391	67064638	AP001885.1
22	35362129	35586030	ISX
20	2721349	2947378	VPS16
17	41376353	41578503	ARL4D
6	32307619	32512823	HLA-DRA
2	27705897	27958041	ZNF512
6	95925419	96157333	MANEA
6	43374707	43578424	LRRC73
7	100300187	100525121	EPHB4
10	102690991	102900998	SFXN3
8	56508983	56785966	TMEM68
12	49862001	50138449	PRPF40B
15	74262198	74474891	GOLGA6A
6	88284790	88511927	AKIRIN2
10	12010971	12265224	DHTKD1
1	59248540	59462375	RP4-794H19.1
12	102367967	102613902	NUP37
12	50397602	50605102	GPD1
11	64708373	64912300	SAC3D1
5	43189497	43413614	HMGCS1
5	68430668	68673250	CDK7
5	122747793	123052739	CSNK1G3
14	102096774	102298859	RP11-796G6.2
19	18842744	19079038	UPF1
5	176706236	176925849	SLC34A1
1	28185973	28394607	XKR8
8	90814087	91040116	OSGIN2
12	132141511	132342592	RP11-495K9.5
6	89936344	90162567	UBE2J1
12	23582440	24203966	SOX5
6	52126219	52372575	PAQR8
19	5590272	5791674	RPL36
14	24508174	24710797	FAM158A
7	107464244	107743700	LAMB1
3	121944091	122160819	CSTA
16	82081403	82303831	MPHOSPH6
9	2617239	2830037	KCNV2
7	149435456	149664568	ZNF862
21	45109394	45325174	RRP1
4	75380629	75590486	AREGB
17	43413267	43668146	PLEKHM1
1	200838520	201092828	KIF21B
2	9246894	9645812	ASAP2
17	45947900	46159147	CDK5RAP3
1	117553682	117765209	TRIM45
16	89686808	89907311	ZNF276
1	209748765	209949733	G0S2
11	43233513	43466079	API5
7	95649532	96051459	SLC25A13
16	88520112	88736548	C16orf85
1	1160136	1364277	GLTPD1
4	170214426	170633780	NEK1
8	86026311	86232650	C8orf59
22	24851471	25105947	SNRPD3
7	43940488	44149721	SPDYE1
19	7601991	7812759	STXBP2
6	27318522	27540897	ZNF184
4	48707229	48963834	OCIAD1
7	100512904	100762230	MUC12
14	76016134	76227532	C14orf1
14	24449316	24684223	NRL
3	14616606	14914541	C3orf20
22	45488114	45736650	KIAA0930
11	71827645	72032994	FOLR2
17	7238762	7440998	TMEM102
12	120784241	120999389	GATC
6	25179306	25720758	LRRC16A
6	32816390	33038493	HLA-DMA
3	132216081	132437811	CCRL1
17	75901137	76204916	TNRC6C
3	183105319	183373477	KLHL6
16	375619	673011	RAB11FIP3
10	97609744	97892441	CC2D2B
6	31136526	31339907	HLA-C
2	27155778	27364563	TMEM214
20	62266815	62470456	LIME1
5	86463705	86788145	RASA1
14	96076304	96280533	TCL1A
12	120807653	121036296	DYNLL1
11	111373115	111701577	SIK2
1	178411887	178618024	C1orf220
10	115514420	115776953	NHLRC2
3	189574517	189940226	LEPREL1
19	11563858	11770051	ELOF1
11	47252957	47474253	MYBPC3
2	95840201	96057056	PROM2
10	89017425	89230452	FAM22D
17	40850854	41063604	CNTD1
4	106373777	106716835	ARHGEF38
8	110246553	110458182	ENY2
11	134044139	134289458	GLB1L3
13	113851556	114077987	LAMP1
12	96783349	97369333	C12orf55
21	45495372	45696336	AP001056.1
12	44012796	44217803	RP11-350F4.2
3	52644800	52904965	NEK4
9	71550175	71815094	FXN
12	88436073	88693664	TMTC3
21	43792596	44016464	RSPH1
8	48585669	48972743	PRKDC
11	47511216	47716211	C1QTNF4
6	147608800	147811601	RP11-361F15.2
14	62129075	62363146	SNAPC1
8	82092598	82297012	FABP5
11	130645331	130886404	SNX19
9	93272114	93505386	DIRAS2
17	4636683	4901356	MINK1
4	1713206	1957974	LETM1
20	24843561	25073615	C20orf3
5	167618656	167999308	WWC1
4	189598833	189817787	RP11-756P10.2
2	230990444	231323762	SP140
2	37358774	37580546	C2orf56
17	26951366	27153950	TLCD1
4	48399378	48882339	FRYL
7	26091860	26326745	NFE2L3
19	5893175	6210664	RFX2
19	29598167	29804136	UQCRFS1
10	59928818	60149346	CISD1
12	75569759	75884708	CAPS2
2	55099325	55439757	RTN4
15	76252178	76621462	C15orf27
10	99016115	99261127	RRP12
3	50288126	50495891	CYB561D2
11	6311655	6516228	SMPD1
22	18923795	19209967	DGCR2
8	27847190	28148673	ELP3
6	31362658	31578901	MICB
1	203167886	203374437	RP11-134P9.1
5	65335799	65579443	SREK1
19	9615356	9832075	ZNF561
1	87228132	87480107	RP4-604K5.1
19	2632202	2840074	SLC39A3
7	102120093	102383316	RASA4
9	131392065	131634693	ZER1
22	41663337	41895330	TEF
3	12456433	12702558	MKRN2-AS1
21	27006881	27244771	GABPA
1	19565267	19912066	CAPZB
14	96622161	96835304	BDKRB1
12	48982247	49210681	CCNT1
13	41535410	41758137	WBP4
9	35558872	35775863	C9orf100
3	143590640	143867561	C3orf58
17	72846837	73069261	C17orf28
1	62108149	62729592	INADL
1	16350832	16582582	EPHA2
4	90065429	90329161	GPRIN3
12	118714185	118955840	SUDS3
11	66786740	67125141	KDM2A
17	54846308	55046925	RP11-670E13.2
22	42129109	42403312	SREBF2
2	24200303	24408731	TP53I3
22	29068662	29285283	CCDC117
1	80901440	81212473	RP5-887A10.1
12	25046358	25250453	C12orf77
1	68050744	68254021	GADD45A
19	49358072	49565055	BAX
10	27180843	27489421	ANKRD26
12	31930013	32140137	RP11-428G5.5
7	156686745	156903370	MNX1
14	23385752	23604439	PSMB5
7	41900548	42377469	GLI3
10	72332559	72622197	ADAMTS14
1	167299877	167587847	CD247
17	80276252	80500515	HEXDC
19	36057715	36269367	UPK1A
1	145407598	145611444	RBM8A
22	37521301	37740488	RAC2
1	179751177	179988412	TOR1AIP1
15	90228120	90458633	ANPEP
11	69949269	70153496	FADD
22	50907298	51121394	CHKB-CPT1B
3	122413642	122699986	DIRC2
2	54242540	54632437	ACYP2
4	36183244	36447378	DTHD1
1	26045131	26259432	FAM54B
19	36963972	37185608	AC092295.7
1	89218615	89457627	GTF2B
2	114104992	114305429	AC016745.1
19	51774874	51975960	NKG7
9	21041	288979	CBWD1
17	79423913	79715495	NPLOC4
4	1089609	1295204	AC092535.1
4	42012870	42254895	BEND4
19	1283526	1495587	NDUFS7
16	31017428	31224110	BCKDK
12	110365521	110611491	C12orf76
7	102884701	103109842	PSMC2
21	34914706	35372165	ITSN1
18	66968284	67616323	DOK6
3	172178678	172413397	RP11-408H1.3
2	206446562	206762857	NRP2
10	20005168	20669286	PLXDC2
17	73975263	74178885	ZACN
1	232433711	232797304	SIPA1L2
12	48336681	48600091	SENP1
6	26497180	26700278	ABT1
6	43379565	43584728	YIPF3
12	125161606	125467214	SCARB1
14	20842948	21045248	RP11-203M5.8
15	44857930	45103514	PATL2
7	102091679	102302755	SPDYE2
7	112020908	112230942	C7orf53
5	74564311	74907963	COL4A3BP
1	151632119	151836040	MRPL9
17	73421783	73671289	LLGL2
10	121488972	121752068	MCMBP
15	30197646	30438051	RP11-143J24.1
19	38655098	38883253	SPINT2
1	233940679	234560262	SLC35F3
6	11908995	12265232	HIVEP1
1	167805021	168145081	DCAF6
8	125386979	125600155	RNF139
17	41002543	41232545	AARSD1
19	39038310	39322223	ACTN4
17	73875301	74096667	TEN1
22	16982777	17279521	TPTEP1
12	48028455	48264823	RAPGEF3
2	113431492	113642167	IL1A
1	149722643	149923191	HIST2H2AA4
4	145467173	145766423	HHIP
1	155782834	156004191	KIAA0907
11	134505490	134733704	RP11-469N6.1
6	64329876	66517118	EYS
7	1506966	1710641	PSMG3
11	67270351	67474177	C11orf72
22	42375695	42632261	C22orf32
2	190206159	190440291	WDR75
12	131549556	131797476	RP11-638F5.1
12	12408342	12610001	AC007621.1
7	142538201	142759768	KEL
17	73785041	73993084	TRIM65
3	113582984	113875460	KIAA1407
4	186217175	186421782	ANKRD37
5	6348736	6595022	UBE2QL1
15	42040345	42286275	SPTBN5
10	81706616	81938668	RP11-369J21.5
9	74820345	75058126	RP11-63P12.6
11	64783875	64985170	ZNHIT2
22	31735349	31992094	EIF4ENIF1
11	64751695	64955870	ZFPL1
11	57195936	57398276	TIMM10
15	100155906	100373766	LYSMD4
10	27384144	27631068	ACBD5
3	69688586	70117488	MITF
22	30872615	31103070	PES1
8	10883980	11087745	AF131215.5
10	62438089	62654610	CDK1
12	114154543	114504176	RBM19
20	2715960	2921836	FAM113A
19	14540382	14776791	TECR
2	201931688	202132269	AC007283.5
20	18203196	18439944	RP4-568F9.6
9	37779400	38004350	MCART1
1	173668688	173893858	CENPL
12	123986624	124205482	DDX55
1	1450795	1665990	MIB2
12	6955631	7170479	PTPN6
1	33511003	33747671	TRIM62
6	30194256	30414587	TRIM39
2	27193340	27394641	OST4
12	4624677	4858213	AKAP3
19	55055340	55281810	LILRB4
9	132489569	132698142	C9orf78
6	10647973	11030656	TMEM14B
5	61501989	61933076	KIF2A
19	8329011	8539257	ANGPTL4
16	3192027	3406627	MEFV
21	35175757	35388284	ATP5O
14	23838897	24079071	NGDN
10	45393146	45596336	C10orf25
3	122358846	122612671	HSPBAP1
9	116817840	117174791	COL27A1
21	38493720	38710045	AP001432.14
1	16168364	16402627	ZBTB17
8	19954878	20184330	ATP6V1B2
1	246787349	247031439	SCCPDH
4	23656664	24005712	PPARGC1A
1	43755553	44018321	SZT2
17	79550356	79770168	HGS
19	3085875	3309572	NCLN
7	99833702	100065454	PILRB
4	103926963	104219566	CENPE
4	140274386	140497763	RAB33B
11	31706340	31939509	PAX6
3	156699456	156940793	RP11-6F2.4
1	154875127	155090998	ZBTB7B
14	45266498	45476460	C14orf28
2	96891069	97094091	ITPRIPL1
8	144556955	144760819	NAPRT1
4	38868365	39134542	TMEM156
19	1350148	1573243	APC2
1	231399497	231660790	EGLN1
17	4513784	4724794	ARRB2
3	32626637	32915367	CNOT10
12	94600225	94953764	CCDC41
1	78254198	78509580	NEXN
11	126064193	126274213	RP11-712L6.5
20	48680001	48882639	RP11-112L6.3
14	101145747	101427368	MEG3
19	48798132	49048187	GRIN2D
5	139926643	140142064	IK
2	20783803	21122882	C2orf43
9	109945418	110194475	RAD23B
7	105105567	105341322	EFCAB10
6	43345261	43574294	TJAP1
2	27479113	27690489	AC074117.10
18	43653988	43946954	C18orf25
1	150833059	151047479	CERS2
5	106612590	107106596	EFNA5
22	36549056	36763576	APOL1
1	38362442	38571278	FHL3
11	22544079	22747387	FANCF
3	42523332	42736606	SS18L2
11	67173968	67376120	CDK2AP2
20	45737859	46085567	ZMYND8
6	11437938	11683757	TMEM170B
12	1979952	2907115	CACNA1C
5	145483113	145818814	RBM27
11	72919334	73180136	ARHGEF17
1	6384848	6621430	ESPN
17	75177492	75596674	SEPT9
7	127128399	127331759	ARF5
9	134937334	135219921	NTNG2
5	61774562	61977275	LRRC70
5	64861755	65118862	SGTB
19	40982757	41197301	SHKBP1
5	151021877	151252093	ATOX1
17	42372652	42680802	GPATCH8
5	133834233	134084961	SAR1B
12	4614110	4898454	NDUFA9
2	160469000	160725359	MARCH7
6	33159431	33367176	RGL2
17	39675689	39881094	KRT17
9	111677417	111982225	TMEM245
22	41541615	41798963	RANGAP1
8	81347241	81551370	RP11-48B3.3
14	72215323	73130654	RGS6
1	219247186	219486207	LYPLAL1
19	12205830	12448582	CTD-2666L21.1
18	9036758	9385206	ANKRD12
19	36130153	36333351	IGFLR1
11	63348918	63627363	RTN3
16	10871055	11126079	CIITA
14	93573401	93795561	UBR7
2	27786338	28017840	SLC4A1AP
1	161095793	161300408	TOMM40L
15	42540301	42804516	CAPN3
10	934338	1165876	GTPBP4
2	39017021	39302590	ARHGEF33
10	24772538	25112597	ARHGAP21
13	97986476	98220244	RAP2A
19	50429212	50652029	ZNF473
19	58218450	58426281	ZNF552
22	36806897	37025483	EIF3D
4	128602976	128855226	HSPA4L
7	99056029	99305433	ZNF655
1	204090349	204446793	PLEKHA6
15	63318071	63550220	RPS27L
1	1127756	1344989	ACAP3
12	88327623	88543937	C12orf29
14	103699881	103911362	EIF5
4	140122609	140441187	NAA15
19	4422546	4635208	PLIN5
1	225933237	226170069	TMEM63A
8	143963155	144199854	RP11-273G15.2
4	122489110	122718268	ANXA5
2	219624544	219838955	WNT6
12	57843781	58080415	KIF5A
17	8824859	9247317	NTN1
1	10390159	10612210	APITD1
3	4244988	4459251	SETMAR
7	128477666	128690089	IRF5
17	7208193	7423179	NLGN2
4	185980819	186230658	KIAA1430
4	185665739	185876905	RP11-701P16.5
9	21229670	21435379	KLHL9
3	52628505	52840048	GLT8D1
9	140019087	140220763	C9orf169
1	84844942	85063473	RPF1
4	164315594	164541691	TMA16
2	152166397	152464527	RIF1
1	232840643	233046092	KIAA1383
6	17500583	17711950	FAM8A1
3	119048347	119287677	TMEM39A
5	96049731	96371513	CTD-2260A17.2
1	32473639	32742169	KPNA6
1	213124589	213548116	RPS6KC1
11	108435752	108911657	DDX10
19	48767657	48979627	SYNGR4
8	124160697	124387781	ZHX1
10	88326549	88595825	LDB3
17	76749063	77021472	TIMP2
9	37020536	37458146	ZCCHC7
17	77789051	78000524	RP11-353N14.5
17	1297865	1520182	INPP5K
9	132145730	132375947	RP11-492E3.1
1	36705225	36951497	STK40
19	18218771	18459010	PDE4C
16	4460720	4688829	C16orf5
12	4496894	4747674	C12orf4
11	120282468	120959101	GRIK4
2	216846589	217067506	TMEM169
12	77315027	77559360	E2F7
16	539357	779272	RAB40C
19	42624448	42832353	ZNF526
9	111529797	111796396	IKBKAP
8	125463031	125840730	MTSS1
6	49298073	49530904	MUT
1	159907257	160140038	KCNJ10
19	58738385	58953712	ZSCAN22
11	46524411	46739459	HARBI1
6	26125383	26325844	HIST1H3E
13	79785962	80080612	RBM26
1	198676622	199006558	RP11-31E23.1
4	113458120	113678748	LARP7
6	170004001	170224151	PHF10
8	18284811	19042240	PSD3
16	53307405	53518657	RP11-44F14.2
16	81015566	81230008	GCSH
2	6905937	7138370	RSAD2
1	192965598	193175244	GLRX2
9	116538562	116918871	ZNF618
11	111497632	111737169	PPP2R1B
11	85305267	85622184	SYTL2
3	111739688	111952152	GCET2
2	238775469	239051236	UBE2F
1	760260	979955	SAMD11
22	23421891	23760224	BCR
19	35068544	35277302	ZNF302
20	62604534	62811323	RGS19
22	46563858	46789905	TTC38
1	36173773	36423491	EIF2C4
1	206840947	207045839	IL10
13	52929495	53150485	CKAP2
3	133364800	133597850	TF
1	249032409	249243716	ZNF672
7	124469927	124919369	RP11-3B12.1
14	25178862	25619503	STXBP6
3	8692094	8911314	OXTR
6	291739	511447	IRF4
11	83066055	85438966	DLG2
5	130659614	131070929	RAPGEF6
3	182411288	182739423	ATP11B
16	23492323	23707677	NDUFAB1
13	24895064	25186948	PARP4
11	34072535	34479555	ABTB2
11	117198489	117788240	DSCAML1
17	55840337	56132684	CUEDC1
2	64219786	64471588	PELI1
14	50679044	50902276	ATP5S
9	99112483	99353618	HABP4
1	167948781	168154469	AL033532.1
7	20076020	20357027	MACC1
16	71215292	71423618	FTSJD1
15	29460353	29662033	NDNL2
2	232218242	232448352	NCL
19	58962934	59166486	CHMP2A
3	51475596	51797610	RAD54L2
7	116351124	116659315	CAPZA2
9	136794789	137033657	BRD3
9	138724815	138953226	UBAC1
8	61722612	61979116	AC022182.1
4	6996298	7205107	RP11-367J11.3
19	18647838	18881302	KLHL26
9	140000119	140213813	NDOR1
1	26186258	26424648	PAFAH2
3	58077984	58300853	DNASE1L3
2	105890550	106092540	AC108058.1
19	21103426	21342852	ZNF430
11	109864087	110142566	ZC3H12C
6	144161437	144485735	PLAGL1
6	89974355	90221989	RRAGD
3	28256494	28490618	AZI2
4	6476902	6725089	MAN2B2
10	102167203	102389757	NDUFB8
17	7139848	7354797	ACAP1
9	20558308	21095954	KIAA1797
2	20300558	20525194	SDC1
8	22377931	22626661	BIN3
16	69277151	69485712	TMED6
11	9585624	9874538	SWAP70
17	28343799	28613493	NSRP1
16	8615540	8840081	METTL22
2	122307226	122585784	AC018737.1
5	137103480	137323540	MYOT
2	26431041	26669685	GPR113
19	608953	848328	PALM
7	99624317	99826118	MBLAC1
11	118207205	118497539	MLL
17	45626842	45860998	KPNB1
20	44415128	44616274	SPATA25
2	74624644	74832192	LBX2
3	81438850	81911312	GBE1
1	29419385	29657454	MECR
16	8846799	9062866	CARHSP1
16	18411182	18673533	NOMO2
19	56032107	56235941	ZNF784
5	10175987	10408138	CMBL
2	47029009	47268994	MCFD2
16	27461454	27891690	KIAA0556
12	21688276	22010791	LDHB
17	74366976	74597508	RHBDF2
10	71757979	71992690	AIFM2
10	74912549	75114107	RP11-152N13.5
6	136778185	137213656	MAP3K5
11	102291239	102501484	MMP7
8	29820528	30040723	TMEM66
8	23143296	23415208	ENTPD4
11	113745603	113961035	HTR3A
